timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:16:44.531, 22, 6765, 49, 42.58, 780
2026/09/23 21:16:45.618, 26, 6759, 48, 38.39, 645
2026/09/23 21:16:46.706, 25, 6755, 48, 38.07, 555
2026/09/23 21:16:47.794, 20, 6754, 48, 34.23, 1065
2026/09/23 21:16:48.876, 20, 6749, 48, 39.46, 1185
2026/09/23 21:16:49.961, 22, 6749, 48, 38.57, 720
2026/09/23 21:16:51.052, 53, 6749, 48, 35.07, 1170
2026/09/23 21:16:52.140, 18, 6746, 48, 38.88, 1170
2026/09/23 21:16:53.224, 51, 6746, 47, 36.56, 900
2026/09/23 21:16:54.376, 21, 6758, 47, 38.90, 1140
2026/09/23 21:16:55.484, 23, 6754, 47, 38.08, 660
2026/09/23 21:16:56.571, 20, 6745, 47, 35.12, 1260
2026/09/23 21:16:57.677, 18, 6745, 47, 39.94, 1260
2026/09/23 21:16:58.740, 50, 6939, 47, 44.86, 1035
2026/09/23 21:16:59.799, 100, 6939, 55, 204.09, 1995
2026/09/23 21:17:00.863, 100, 6938, 56, 202.97, 1995
2026/09/23 21:17:01.935, 100, 6939, 56, 203.88, 1995
2026/09/23 21:17:02.995, 100, 6938, 56, 203.39, 1995
2026/09/23 21:17:04.054, 100, 6951, 57, 204.07, 1995
2026/09/23 21:17:05.112, 100, 6953, 57, 204.46, 1995
2026/09/23 21:17:06.174, 100, 6950, 57, 204.49, 1995
2026/09/23 21:17:07.234, 100, 6942, 57, 203.54, 1995
2026/09/23 21:17:08.290, 100, 6943, 57, 204.49, 1995
2026/09/23 21:17:09.351, 100, 6943, 58, 202.14, 1980
2026/09/23 21:17:10.411, 100, 6942, 57, 200.77, 1980
2026/09/23 21:17:11.470, 100, 6942, 58, 200.57, 1980
2026/09/23 21:17:12.531, 100, 6942, 58, 199.90, 1980
2026/09/23 21:17:13.588, 100, 6942, 58, 200.14, 1980
2026/09/23 21:17:14.647, 100, 6953, 58, 200.60, 1980
2026/09/23 21:17:15.701, 100, 6951, 58, 202.33, 1980
2026/09/23 21:17:16.778, 100, 6951, 58, 200.24, 1980
2026/09/23 21:17:17.836, 100, 6954, 58, 202.23, 1980
2026/09/23 21:17:18.890, 100, 6948, 59, 200.59, 1980
2026/09/23 21:17:19.945, 100, 6948, 59, 201.24, 1980
2026/09/23 21:17:21.003, 100, 6948, 59, 201.08, 1980
2026/09/23 21:17:22.061, 100, 6949, 59, 202.23, 1980
2026/09/23 21:17:23.122, 100, 6953, 59, 202.60, 1980
2026/09/23 21:17:24.186, 100, 6965, 59, 201.57, 1980
2026/09/23 21:17:25.248, 100, 6965, 59, 201.44, 1980
2026/09/23 21:17:26.313, 100, 6961, 59, 201.62, 1980
2026/09/23 21:17:27.375, 100, 6951, 59, 200.71, 1980
2026/09/23 21:17:28.433, 100, 6951, 60, 201.36, 1980
2026/09/23 21:17:29.490, 100, 6951, 60, 203.20, 1980
2026/09/23 21:17:30.547, 100, 6951, 60, 203.03, 1980
2026/09/23 21:17:31.605, 100, 6951, 60, 204.44, 1980
2026/09/23 21:17:32.658, 100, 6951, 60, 203.72, 1980
2026/09/23 21:17:33.712, 100, 6962, 60, 204.48, 1980
2026/09/23 21:17:34.767, 100, 6962, 60, 203.03, 1980
2026/09/23 21:17:35.824, 100, 6960, 60, 203.46, 1980
2026/09/23 21:17:36.885, 100, 6952, 60, 203.22, 1980
2026/09/23 21:17:37.938, 100, 6948, 61, 209.85, 1980
2026/09/23 21:17:38.997, 100, 7072, 61, 207.25, 1980
2026/09/23 21:17:40.054, 100, 6992, 61, 204.96, 1980
2026/09/23 21:17:41.112, 100, 6990, 61, 204.79, 1980
2026/09/23 21:17:42.167, 99, 6984, 61, 206.20, 1980
2026/09/23 21:17:43.234, 100, 6982, 61, 215.12, 1980
2026/09/23 21:17:44.293, 100, 6964, 61, 208.36, 1980
2026/09/23 21:17:45.353, 100, 6963, 61, 207.31, 1980
2026/09/23 21:17:46.408, 100, 6960, 61, 206.90, 1980
2026/09/23 21:17:47.466, 100, 6951, 61, 207.39, 1980
2026/09/23 21:17:48.524, 100, 6951, 61, 205.75, 1980
2026/09/23 21:17:49.576, 100, 6978, 61, 206.41, 1980
2026/09/23 21:17:50.630, 100, 6972, 61, 205.62, 1980
2026/09/23 21:17:51.686, 100, 6954, 62, 206.26, 1980
2026/09/23 21:17:52.741, 100, 6954, 62, 206.20, 1980
2026/09/23 21:17:53.798, 100, 6964, 62, 205.86, 1980
2026/09/23 21:17:54.857, 100, 6963, 62, 205.26, 1980
2026/09/23 21:17:55.911, 100, 6961, 62, 204.90, 1980
2026/09/23 21:17:56.968, 100, 6952, 61, 206.18, 1980
2026/09/23 21:17:58.028, 100, 6951, 62, 208.67, 1980
2026/09/23 21:17:59.091, 100, 6979, 62, 209.41, 1980
2026/09/23 21:18:00.157, 100, 6979, 62, 208.53, 1980
2026/09/23 21:18:01.232, 100, 6974, 62, 206.95, 1980
2026/09/23 21:18:02.300, 100, 6955, 62, 206.96, 1980
2026/09/23 21:18:03.356, 100, 6959, 62, 207.94, 1980
2026/09/23 21:18:04.416, 100, 6967, 62, 206.10, 1980
2026/09/23 21:18:05.470, 100, 6968, 62, 208.70, 1980
2026/09/23 21:18:06.543, 100, 6956, 62, 206.48, 1980
2026/09/23 21:18:07.604, 100, 6956, 62, 207.68, 1980
2026/09/23 21:18:08.663, 100, 6956, 62, 206.39, 1980
2026/09/23 21:18:09.716, 100, 6956, 63, 207.64, 1980
2026/09/23 21:18:10.772, 100, 6956, 62, 205.19, 1965
