timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:24:09.707, 17, 6899, 52, 37.71, 795
2026/09/23 21:24:10.790, 47, 6899, 52, 33.42, 735
2026/09/23 21:24:11.873, 17, 6897, 52, 36.58, 1215
2026/09/23 21:24:12.954, 19, 6894, 51, 39.03, 1215
2026/09/23 21:24:14.039, 19, 6915, 51, 34.60, 1320
2026/09/23 21:24:15.124, 17, 6916, 51, 40.87, 1320
2026/09/23 21:24:16.213, 22, 6905, 51, 39.26, 675
2026/09/23 21:24:17.290, 43, 6896, 50, 34.19, 750
2026/09/23 21:24:18.372, 18, 6894, 51, 35.49, 1290
2026/09/23 21:24:19.435, 100, 7098, 51, 65.84, 1830
2026/09/23 21:24:20.494, 100, 7098, 58, 212.47, 1980
2026/09/23 21:24:21.553, 100, 7095, 59, 213.26, 1980
2026/09/23 21:24:22.607, 100, 7090, 59, 212.18, 1980
2026/09/23 21:24:23.668, 100, 7110, 60, 214.00, 1980
2026/09/23 21:24:24.724, 100, 7116, 60, 216.20, 1980
2026/09/23 21:24:25.781, 100, 7135, 60, 216.01, 1980
2026/09/23 21:24:26.843, 100, 7120, 60, 215.51, 1980
2026/09/23 21:24:27.903, 100, 7117, 60, 214.55, 1980
2026/09/23 21:24:28.965, 100, 7100, 60, 216.75, 1980
2026/09/23 21:24:30.022, 100, 7124, 61, 216.88, 1980
2026/09/23 21:24:31.076, 100, 7124, 61, 218.50, 1980
2026/09/23 21:24:32.137, 100, 7123, 61, 216.50, 1980
2026/09/23 21:24:33.200, 100, 7116, 61, 216.65, 1980
2026/09/23 21:24:34.262, 100, 7117, 61, 216.85, 1980
2026/09/23 21:24:35.323, 100, 7111, 61, 217.98, 1980
2026/09/23 21:24:36.381, 100, 7094, 61, 218.11, 1980
2026/09/23 21:24:37.439, 100, 7098, 61, 217.70, 1980
2026/09/23 21:24:38.496, 100, 7098, 62, 217.51, 1980
2026/09/23 21:24:39.555, 100, 7124, 62, 217.85, 1980
2026/09/23 21:24:40.610, 100, 7116, 62, 217.41, 1980
2026/09/23 21:24:41.667, 100, 7099, 62, 217.50, 1980
2026/09/23 21:24:42.727, 100, 7125, 62, 218.72, 1980
2026/09/23 21:24:43.785, 100, 7140, 62, 218.80, 1980
2026/09/23 21:24:44.845, 100, 7132, 62, 217.91, 1980
2026/09/23 21:24:45.904, 100, 7112, 62, 213.82, 1965
2026/09/23 21:24:46.962, 100, 7104, 62, 211.70, 1965
2026/09/23 21:24:48.017, 100, 7098, 62, 213.62, 1965
2026/09/23 21:24:49.074, 100, 7098, 63, 214.31, 1965
2026/09/23 21:24:50.132, 100, 7098, 62, 214.21, 1965
2026/09/23 21:24:51.189, 100, 7098, 63, 216.54, 1965
2026/09/23 21:24:52.251, 100, 7098, 63, 214.09, 1965
2026/09/23 21:24:53.309, 100, 7097, 63, 213.35, 1965
2026/09/23 21:24:54.366, 100, 7115, 63, 213.46, 1965
2026/09/23 21:24:55.421, 100, 7112, 63, 213.98, 1965
2026/09/23 21:24:56.476, 100, 7167, 63, 213.72, 1965
2026/09/23 21:24:57.528, 100, 7158, 63, 214.04, 1965
2026/09/23 21:24:58.581, 100, 7132, 63, 214.58, 1965
2026/09/23 21:24:59.638, 100, 7123, 63, 211.19, 1965
2026/09/23 21:25:00.696, 100, 7123, 63, 213.86, 1965
2026/09/23 21:25:01.752, 100, 7103, 63, 213.38, 1965
2026/09/23 21:25:02.806, 100, 7103, 63, 213.44, 1965
2026/09/23 21:25:03.878, 100, 7116, 63, 213.43, 1965
2026/09/23 21:25:04.938, 99, 7179, 63, 211.23, 1965
2026/09/23 21:25:06.008, 100, 7182, 63, 210.74, 1965
2026/09/23 21:25:07.073, 100, 7155, 63, 211.96, 1965
2026/09/23 21:25:08.149, 100, 7147, 64, 214.60, 1965
2026/09/23 21:25:09.222, 100, 7144, 63, 213.11, 1965
2026/09/23 21:25:10.283, 100, 7128, 64, 212.95, 1965
2026/09/23 21:25:11.343, 100, 7124, 64, 215.24, 1965
2026/09/23 21:25:12.402, 100, 7115, 64, 213.86, 1965
2026/09/23 21:25:13.455, 100, 7108, 64, 209.23, 1965
2026/09/23 21:25:14.510, 100, 7120, 64, 211.29, 1965
2026/09/23 21:25:15.570, 100, 7117, 64, 213.05, 1965
2026/09/23 21:25:16.625, 100, 7140, 64, 213.29, 1965
2026/09/23 21:25:17.682, 100, 7144, 64, 213.14, 1965
2026/09/23 21:25:18.741, 100, 7172, 64, 210.70, 1965
2026/09/23 21:25:19.802, 100, 7110, 64, 210.40, 1965
2026/09/23 21:25:20.857, 100, 7107, 64, 213.13, 1965
2026/09/23 21:25:21.914, 100, 7099, 64, 213.34, 1965
2026/09/23 21:25:22.967, 100, 7100, 64, 214.36, 1965
2026/09/23 21:25:24.022, 100, 7113, 64, 212.80, 1965
2026/09/23 21:25:25.076, 100, 7121, 64, 213.63, 1965
2026/09/23 21:25:26.134, 100, 7121, 64, 212.40, 1965
2026/09/23 21:25:27.197, 100, 7110, 64, 214.34, 1965
