timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:22:28.633, 31, 6897, 51, 30.03, 375
2026/09/23 21:22:29.706, 47, 6892, 51, 32.28, 900
2026/09/23 21:22:30.799, 18, 6894, 51, 38.44, 1185
2026/09/23 21:22:31.880, 28, 6893, 51, 36.63, 1185
2026/09/23 21:22:32.966, 30, 6890, 50, 30.57, 630
2026/09/23 21:22:34.061, 34, 6908, 50, 30.36, 540
2026/09/23 21:22:35.145, 50, 6931, 50, 31.33, 870
2026/09/23 21:22:36.232, 20, 6922, 50, 37.54, 1185
2026/09/23 21:22:37.312, 20, 6939, 50, 39.46, 1185
2026/09/23 21:22:38.380, 51, 6950, 50, 37.50, 615
2026/09/23 21:22:39.454, 100, 7151, 56, 157.94, 1995
2026/09/23 21:22:40.513, 100, 7151, 58, 208.56, 1980
2026/09/23 21:22:41.583, 100, 7152, 58, 207.41, 1980
2026/09/23 21:22:42.644, 100, 7158, 59, 207.12, 1980
2026/09/23 21:22:43.700, 100, 7167, 59, 206.98, 1980
2026/09/23 21:22:44.760, 100, 7165, 59, 208.44, 1980
2026/09/23 21:22:45.821, 100, 7154, 59, 207.45, 1980
2026/09/23 21:22:46.881, 100, 7153, 59, 208.60, 1980
2026/09/23 21:22:47.937, 100, 7151, 60, 207.59, 1980
2026/09/23 21:22:48.999, 100, 7150, 60, 208.45, 1980
2026/09/23 21:22:50.057, 100, 7149, 59, 205.95, 1980
2026/09/23 21:22:51.118, 100, 7149, 60, 209.43, 1980
2026/09/23 21:22:52.178, 100, 7149, 60, 208.42, 1980
2026/09/23 21:22:53.243, 100, 7150, 60, 208.71, 1980
2026/09/23 21:22:54.317, 100, 7162, 60, 209.19, 1980
2026/09/23 21:22:55.383, 100, 7158, 60, 208.91, 1980
2026/09/23 21:22:56.442, 100, 7150, 60, 208.37, 1980
2026/09/23 21:22:57.495, 100, 7154, 61, 208.51, 1980
2026/09/23 21:22:58.563, 100, 7153, 61, 211.60, 1980
2026/09/23 21:22:59.715, 100, 7152, 61, 213.26, 1980
2026/09/23 21:23:00.829, 100, 7135, 61, 211.43, 1980
2026/09/23 21:23:01.894, 100, 7135, 61, 212.85, 1980
2026/09/23 21:23:02.956, 100, 7130, 61, 211.41, 1980
2026/09/23 21:23:04.019, 100, 7138, 61, 206.77, 1980
2026/09/23 21:23:05.077, 100, 7205, 61, 206.53, 1980
2026/09/23 21:23:06.192, 100, 7211, 62, 205.68, 1980
2026/09/23 21:23:07.296, 100, 7193, 62, 206.00, 1980
2026/09/23 21:23:08.373, 100, 7156, 61, 208.29, 1980
2026/09/23 21:23:09.450, 100, 7183, 62, 208.38, 1980
2026/09/23 21:23:10.513, 100, 7199, 62, 208.42, 1980
2026/09/23 21:23:11.572, 100, 7186, 62, 210.18, 1980
2026/09/23 21:23:12.627, 100, 7165, 62, 209.52, 1980
2026/09/23 21:23:13.683, 100, 7164, 62, 210.73, 1980
2026/09/23 21:23:14.740, 100, 7145, 62, 210.74, 1980
2026/09/23 21:23:15.796, 100, 7189, 62, 210.04, 1980
2026/09/23 21:23:16.898, 100, 7176, 62, 209.25, 1980
2026/09/23 21:23:17.963, 100, 7133, 63, 210.63, 1980
2026/09/23 21:23:19.018, 100, 7131, 62, 210.52, 1980
2026/09/23 21:23:20.071, 100, 7135, 63, 210.49, 1980
2026/09/23 21:23:21.135, 100, 7123, 62, 207.99, 1965
2026/09/23 21:23:22.203, 100, 7119, 62, 208.77, 1965
2026/09/23 21:23:23.261, 100, 7118, 63, 209.05, 1965
2026/09/23 21:23:24.317, 100, 7129, 63, 209.88, 1965
2026/09/23 21:23:25.372, 100, 7126, 63, 209.98, 1965
2026/09/23 21:23:26.436, 100, 7188, 63, 207.82, 1965
2026/09/23 21:23:27.502, 100, 7195, 63, 208.63, 1965
2026/09/23 21:23:28.565, 100, 7187, 63, 204.98, 1965
2026/09/23 21:23:29.623, 100, 7148, 63, 206.02, 1965
2026/09/23 21:23:30.684, 100, 7148, 63, 208.45, 1965
2026/09/23 21:23:31.744, 100, 7168, 63, 207.49, 1965
2026/09/23 21:23:32.799, 100, 7191, 63, 208.57, 1965
2026/09/23 21:23:33.860, 100, 7177, 63, 209.03, 1965
2026/09/23 21:23:34.932, 100, 7153, 63, 209.61, 1965
2026/09/23 21:23:35.994, 100, 7123, 63, 208.37, 1965
2026/09/23 21:23:37.057, 100, 7116, 63, 211.70, 1965
2026/09/23 21:23:38.116, 100, 7137, 63, 210.48, 1965
2026/09/23 21:23:39.179, 100, 7135, 64, 211.84, 1965
2026/09/23 21:23:40.244, 100, 7173, 64, 210.67, 1965
2026/09/23 21:23:41.299, 100, 7150, 63, 210.39, 1965
2026/09/23 21:23:42.356, 100, 7144, 64, 210.21, 1965
2026/09/23 21:23:43.416, 100, 7113, 64, 211.35, 1965
2026/09/23 21:23:44.479, 100, 7131, 64, 209.91, 1965
2026/09/23 21:23:45.540, 100, 7119, 64, 211.10, 1965
2026/09/23 21:23:46.600, 100, 7112, 64, 209.96, 1965
2026/09/23 21:23:47.658, 100, 7104, 64, 210.64, 1965
2026/09/23 21:23:48.780, 100, 7104, 64, 209.67, 1965
