timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:26:17.589, 45, 6931, 48, 32.04, 945
2026/09/23 21:26:18.679, 20, 6917, 48, 36.33, 1215
2026/09/23 21:26:19.758, 19, 6906, 48, 38.76, 1215
2026/09/23 21:26:20.838, 44, 6901, 48, 33.85, 900
2026/09/23 21:26:21.915, 20, 6901, 48, 37.58, 1170
2026/09/23 21:26:22.989, 20, 6896, 48, 38.21, 1170
2026/09/23 21:26:24.078, 20, 6897, 48, 34.87, 1185
2026/09/23 21:26:25.174, 20, 6897, 48, 38.74, 1185
2026/09/23 21:26:26.267, 46, 6928, 47, 34.94, 990
2026/09/23 21:26:27.367, 22, 6925, 48, 38.19, 1140
2026/09/23 21:26:28.428, 42, 7128, 47, 51.94, 720
2026/09/23 21:26:29.488, 100, 7102, 55, 200.40, 1995
2026/09/23 21:26:30.583, 100, 7102, 56, 206.84, 1995
2026/09/23 21:26:31.647, 100, 7102, 57, 205.35, 1995
2026/09/23 21:26:32.700, 100, 7095, 57, 205.97, 1995
2026/09/23 21:26:33.752, 100, 7108, 57, 206.55, 1995
2026/09/23 21:26:34.810, 100, 7108, 57, 205.64, 1995
2026/09/23 21:26:35.868, 100, 7104, 58, 205.73, 1995
2026/09/23 21:26:36.921, 100, 7127, 57, 203.13, 1980
2026/09/23 21:26:37.994, 100, 7119, 58, 201.60, 1980
2026/09/23 21:26:39.055, 100, 7094, 58, 202.43, 1980
2026/09/23 21:26:40.114, 100, 7094, 58, 202.13, 1980
2026/09/23 21:26:41.178, 100, 7095, 58, 201.91, 1980
2026/09/23 21:26:42.242, 100, 7094, 58, 200.92, 1980
2026/09/23 21:26:43.303, 100, 7096, 59, 202.67, 1980
2026/09/23 21:26:44.359, 100, 7109, 59, 204.72, 1980
2026/09/23 21:26:45.431, 100, 7107, 59, 202.51, 1980
2026/09/23 21:26:46.489, 100, 7134, 59, 202.11, 1980
2026/09/23 21:26:47.554, 100, 7121, 59, 202.79, 1980
2026/09/23 21:26:48.620, 100, 7095, 59, 201.36, 1980
2026/09/23 21:26:49.684, 100, 7093, 59, 202.30, 1980
2026/09/23 21:26:50.743, 100, 7095, 59, 201.74, 1980
2026/09/23 21:26:51.801, 100, 7095, 60, 203.22, 1980
2026/09/23 21:26:52.860, 100, 7095, 60, 201.34, 1980
2026/09/23 21:26:53.917, 100, 7104, 60, 201.56, 1980
2026/09/23 21:26:54.973, 100, 7104, 60, 202.32, 1980
2026/09/23 21:26:56.033, 100, 7100, 60, 202.45, 1980
2026/09/23 21:26:57.088, 100, 7091, 60, 200.98, 1980
2026/09/23 21:26:58.145, 100, 7091, 60, 206.45, 1980
2026/09/23 21:26:59.202, 100, 7093, 60, 204.17, 1980
2026/09/23 21:27:00.264, 100, 7097, 60, 205.44, 1980
2026/09/23 21:27:01.334, 100, 7128, 61, 205.94, 1980
2026/09/23 21:27:02.392, 100, 7127, 61, 204.40, 1980
2026/09/23 21:27:03.451, 100, 7118, 61, 203.84, 1980
2026/09/23 21:27:04.508, 100, 7100, 61, 204.38, 1980
2026/09/23 21:27:05.565, 100, 7106, 61, 204.43, 1980
2026/09/23 21:27:06.622, 100, 7105, 61, 203.46, 1980
2026/09/23 21:27:07.683, 100, 7099, 61, 204.65, 1980
2026/09/23 21:27:08.738, 100, 7099, 61, 203.79, 1980
2026/09/23 21:27:09.792, 100, 7100, 61, 204.53, 1980
2026/09/23 21:27:10.846, 100, 7093, 61, 203.70, 1980
2026/09/23 21:27:11.902, 100, 7122, 61, 203.49, 1980
2026/09/23 21:27:12.962, 100, 7117, 62, 207.40, 1980
2026/09/23 21:27:14.014, 100, 7099, 62, 205.57, 1980
2026/09/23 21:27:15.071, 100, 7103, 62, 206.87, 1980
2026/09/23 21:27:16.134, 100, 7098, 62, 205.17, 1980
2026/09/23 21:27:17.198, 100, 7095, 62, 205.68, 1980
2026/09/23 21:27:18.265, 100, 7096, 62, 206.49, 1980
2026/09/23 21:27:19.321, 100, 7095, 62, 205.55, 1980
2026/09/23 21:27:20.384, 100, 7090, 62, 206.59, 1980
2026/09/23 21:27:21.444, 100, 7090, 62, 204.76, 1980
2026/09/23 21:27:22.500, 100, 7091, 62, 204.79, 1980
2026/09/23 21:27:23.554, 100, 7092, 62, 205.07, 1980
2026/09/23 21:27:24.609, 100, 7099, 62, 205.17, 1980
2026/09/23 21:27:25.669, 100, 7094, 62, 204.71, 1980
2026/09/23 21:27:26.730, 100, 7095, 62, 208.38, 1980
2026/09/23 21:27:27.791, 100, 7095, 62, 206.28, 1980
2026/09/23 21:27:28.844, 100, 7093, 63, 207.24, 1980
2026/09/23 21:27:29.901, 100, 7093, 63, 206.15, 1965
2026/09/23 21:27:30.960, 100, 7093, 62, 203.38, 1965
2026/09/23 21:27:32.012, 100, 7093, 63, 201.40, 1965
2026/09/23 21:27:33.069, 100, 7093, 63, 203.13, 1965
2026/09/23 21:27:34.125, 100, 7099, 63, 202.53, 1965
2026/09/23 21:27:35.185, 100, 7100, 63, 202.01, 1965
2026/09/23 21:27:36.243, 100, 7098, 63, 203.06, 1965
2026/09/23 21:27:37.297, 100, 7097, 63, 202.86, 1965
2026/09/23 21:27:38.355, 100, 7097, 63, 202.71, 1965
2026/09/23 21:27:39.416, 100, 7095, 63, 203.14, 1965
