timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:20:14.585, 21, 6824, 52, 37.62, 825
2026/09/23 21:20:15.687, 21, 6820, 52, 38.37, 825
2026/09/23 21:20:16.772, 46, 6812, 51, 34.78, 780
2026/09/23 21:20:17.848, 21, 6810, 51, 37.42, 1155
2026/09/23 21:20:18.929, 19, 6796, 51, 38.60, 1155
2026/09/23 21:20:20.022, 22, 6811, 51, 37.67, 810
2026/09/23 21:20:21.120, 47, 6810, 50, 36.81, 525
2026/09/23 21:20:22.205, 23, 6809, 50, 34.25, 1200
2026/09/23 21:20:23.296, 18, 6809, 50, 39.34, 1200
2026/09/23 21:20:24.377, 21, 6808, 50, 37.67, 870
2026/09/23 21:20:25.469, 18, 6804, 50, 38.20, 870
2026/09/23 21:20:26.556, 46, 6796, 50, 33.33, 990
2026/09/23 21:20:27.644, 19, 6800, 50, 38.13, 1155
