timestamp,util,mem_used,temp,power,sm_clk
2026/09/23 21:25:47.522, 19, 6881, 52, 39.72, 1260
2026/09/23 21:25:48.608, 47, 6882, 52, 38.86, 960
2026/09/23 21:25:49.689, 18, 6882, 52, 37.19, 1230
2026/09/23 21:25:50.771, 18, 6881, 52, 40.00, 1230
2026/09/23 21:25:51.848, 18, 6881, 51, 36.30, 1260
2026/09/23 21:25:52.922, 19, 6881, 51, 40.17, 1260
2026/09/23 21:25:54.007, 19, 6892, 51, 36.43, 1125
2026/09/23 21:25:55.091, 18, 6892, 51, 41.67, 1335
2026/09/23 21:25:56.184, 49, 6889, 51, 36.74, 1020
2026/09/23 21:25:57.252, 19, 6902, 51, 39.96, 1245
