util,power,sm_clk,mem_clk,temp
5, 53.62, 1830, 6801, 56
12, 41.98, 540, 810, 55
23, 26.05, 375, 405, 54
24, 24.35, 315, 405, 54
23, 24.29, 270, 405, 54
23, 23.82, 240, 405, 54
28, 23.54, 210, 405, 54
27, 23.70, 210, 405, 53
100, 159.73, 1965, 6801, 60
100, 237.38, 1950, 6801, 63
100, 237.64, 1950, 6801, 63
100, 237.74, 1965, 6801, 63
100, 238.02, 1965, 6801, 63
100, 237.59, 1950, 6801, 64
100, 236.71, 1950, 6801, 64
100, 238.45, 1950, 6801, 64
100, 238.11, 1950, 6801, 65
100, 238.16, 1950, 6801, 65
100, 238.30, 1950, 6801, 65
100, 232.29, 1950, 6801, 65
100, 237.00, 1950, 6801, 65
100, 238.77, 1950, 6801, 66
100, 237.22, 1935, 6801, 66
100, 238.31, 1950, 6801, 66
100, 238.68, 1950, 6801, 67
100, 238.68, 1950, 6801, 67
100, 236.39, 1935, 6801, 66
100, 237.48, 1935, 6801, 67
100, 237.77, 1950, 6801, 67
100, 237.93, 1935, 6801, 67
100, 237.34, 1935, 6801, 67
100, 229.41, 1935, 6801, 67
100, 237.90, 1935, 6801, 67
100, 237.75, 1935, 6801, 67
100, 238.15, 1935, 6801, 68
100, 237.89, 1935, 6801, 67
100, 238.34, 1935, 6801, 68
100, 237.67, 1935, 6801, 68
100, 237.20, 1920, 6801, 68
100, 237.06, 1935, 6801, 68
100, 237.31, 1935, 6801, 68
100, 237.14, 1920, 6801, 68
100, 233.22, 1935, 6801, 68
100, 236.66, 1935, 6801, 68
100, 238.41, 1935, 6801, 69
100, 238.57, 1935, 6801, 69
100, 237.64, 1935, 6801, 68
100, 237.60, 1935, 6801, 69
100, 238.15, 1935, 6801, 69
100, 238.24, 1935, 6801, 69
100, 239.01, 1935, 6801, 69
100, 238.43, 1935, 6801, 69
100, 237.88, 1935, 6801, 69
100, 233.97, 1935, 6801, 68
100, 236.35, 1935, 6801, 69
100, 238.33, 1935, 6801, 69
100, 238.82, 1920, 6801, 69
100, 237.52, 1935, 6801, 69
100, 237.39, 1935, 6801, 69
100, 235.98, 1920, 6801, 69
100, 237.38, 1935, 6801, 69
100, 238.44, 1935, 6801, 69
100, 238.72, 1935, 6801, 70
100, 238.53, 1935, 6801, 70
100, 238.65, 1935, 6801, 70
