util,power,sm_clk,mem_clk,temp
48, 34.95, 720, 810, 53
19, 39.13, 1215, 5001, 53
21, 39.43, 705, 5001, 53
20, 35.46, 1140, 5001, 53
20, 38.88, 1140, 5001, 53
42, 38.10, 1020, 810, 53
13, 57.03, 1830, 6801, 53
13, 57.06, 1830, 6801, 53
14, 57.06, 1830, 6801, 53
100, 163.58, 1980, 6801, 60
100, 233.90, 1965, 6801, 61
100, 233.74, 1965, 6801, 61
100, 232.84, 1965, 6801, 61
100, 233.66, 1980, 6801, 62
100, 236.32, 1950, 6801, 62
100, 237.13, 1950, 6801, 62
100, 236.46, 1965, 6801, 63
100, 236.69, 1965, 6801, 63
100, 237.91, 1965, 6801, 63
100, 234.10, 1965, 6801, 63
100, 234.44, 1950, 6801, 63
100, 234.48, 1950, 6801, 64
100, 229.59, 1965, 6801, 62
100, 234.38, 1950, 6801, 64
100, 235.34, 1950, 6801, 64
100, 235.39, 1950, 6801, 64
100, 234.26, 1950, 6801, 64
100, 235.66, 1950, 6801, 64
100, 238.50, 1950, 6801, 65
100, 237.92, 1950, 6801, 65
100, 238.53, 1950, 6801, 65
100, 237.79, 1950, 6801, 65
100, 238.53, 1950, 6801, 65
100, 237.88, 1950, 6801, 65
100, 238.22, 1935, 6801, 65
100, 233.90, 1950, 6801, 65
100, 237.12, 1935, 6801, 66
100, 237.34, 1935, 6801, 66
100, 237.72, 1935, 6801, 66
100, 238.39, 1935, 6801, 66
100, 238.01, 1935, 6801, 66
100, 238.56, 1950, 6801, 66
100, 237.55, 1935, 6801, 66
100, 238.27, 1950, 6801, 66
100, 238.14, 1950, 6801, 66
100, 237.78, 1950, 6801, 66
100, 237.54, 1950, 6801, 66
100, 238.54, 1935, 6801, 67
100, 238.02, 1950, 6801, 67
100, 234.69, 1935, 6801, 67
100, 238.25, 1965, 6801, 67
100, 238.61, 1935, 6801, 67
100, 238.32, 1950, 6801, 67
100, 237.47, 1935, 6801, 67
100, 238.38, 1950, 6801, 67
100, 237.66, 1935, 6801, 67
100, 238.72, 1935, 6801, 67
100, 238.66, 1935, 6801, 67
100, 238.83, 1950, 6801, 67
100, 238.41, 1935, 6801, 67
100, 238.75, 1935, 6801, 67
100, 237.51, 1935, 6801, 67
100, 233.13, 1950, 6801, 67
100, 237.84, 1935, 6801, 67
100, 238.35, 1950, 6801, 68
100, 238.27, 1950, 6801, 68
100, 238.25, 1950, 6801, 68
100, 237.96, 1950, 6801, 68
100, 238.42, 1950, 6801, 68
100, 238.79, 1935, 6801, 68
100, 237.93, 1935, 6801, 68
100, 238.61, 1935, 6801, 68
100, 238.63, 1935, 6801, 68
100, 238.06, 1935, 6801, 68
100, 237.97, 1935, 6801, 68
100, 238.13, 1935, 6801, 68
