util,power,sm_clk,mem_clk,temp
45, 37.22, 585, 810, 55
20, 35.05, 1305, 5001, 56
18, 42.15, 1305, 5001, 55
49, 37.21, 825, 810, 55
19, 40.04, 1230, 5001, 55
47, 38.85, 1230, 5001, 55
18, 38.81, 1125, 5001, 55
44, 37.99, 795, 5001, 54
26, 49.52, 1830, 6801, 55
100, 221.13, 1980, 6801, 62
100, 225.20, 1950, 6801, 62
100, 228.28, 1965, 6801, 63
100, 228.71, 1965, 6801, 63
100, 228.53, 1965, 6801, 63
100, 228.08, 1965, 6801, 64
100, 227.87, 1965, 6801, 64
100, 229.28, 1965, 6801, 64
100, 229.13, 1965, 6801, 64
100, 230.14, 1965, 6801, 65
100, 230.13, 1965, 6801, 65
100, 228.66, 1965, 6801, 65
100, 222.72, 1965, 6801, 65
100, 226.71, 1965, 6801, 65
100, 229.96, 1965, 6801, 65
100, 229.60, 1965, 6801, 66
100, 230.71, 1965, 6801, 66
100, 230.16, 1965, 6801, 66
100, 230.97, 1965, 6801, 66
100, 229.82, 1965, 6801, 66
100, 229.60, 1965, 6801, 66
100, 230.33, 1965, 6801, 66
100, 230.21, 1965, 6801, 66
100, 228.74, 1965, 6801, 66
100, 223.34, 1965, 6801, 66
100, 228.50, 1965, 6801, 67
100, 228.98, 1965, 6801, 67
100, 229.70, 1965, 6801, 67
100, 230.60, 1965, 6801, 67
100, 230.55, 1965, 6801, 67
100, 229.34, 1950, 6801, 67
100, 228.76, 1965, 6801, 67
100, 230.24, 1965, 6801, 67
100, 229.98, 1965, 6801, 67
100, 228.07, 1950, 6801, 67
100, 228.96, 1965, 6801, 67
100, 225.24, 1950, 6801, 67
100, 226.97, 1965, 6801, 67
100, 227.35, 1950, 6801, 67
100, 229.15, 1965, 6801, 68
100, 230.26, 1965, 6801, 68
100, 228.07, 1965, 6801, 68
100, 228.62, 1950, 6801, 68
100, 229.93, 1965, 6801, 68
100, 228.95, 1950, 6801, 68
100, 227.85, 1950, 6801, 68
100, 228.33, 1950, 6801, 68
100, 228.40, 1950, 6801, 68
100, 229.14, 1950, 6801, 68
100, 225.29, 1965, 6801, 68
100, 228.11, 1965, 6801, 68
100, 228.14, 1950, 6801, 68
100, 228.97, 1950, 6801, 68
100, 229.00, 1965, 6801, 68
100, 229.46, 1950, 6801, 68
100, 229.36, 1950, 6801, 68
100, 230.02, 1950, 6801, 68
100, 228.90, 1965, 6801, 68
100, 229.35, 1965, 6801, 68
100, 229.94, 1950, 6801, 68
100, 230.61, 1950, 6801, 69
