util,power,sm_clk,mem_clk,temp
17, 37.47, 1230, 5001, 52
19, 40.20, 1230, 5001, 52
46, 35.54, 975, 810, 52
16, 42.81, 1395, 6801, 52
21, 43.83, 1395, 6801, 52
21, 38.19, 570, 5001, 52
14, 54.67, 1830, 6801, 52
13, 57.04, 1830, 6801, 52
15, 57.06, 1830, 6801, 52
97, 74.89, 1830, 6801, 52
100, 222.97, 1980, 6801, 59
100, 229.23, 1980, 6801, 60
100, 230.62, 1980, 6801, 60
100, 229.62, 1980, 6801, 61
100, 228.80, 1980, 6801, 61
100, 230.20, 1980, 6801, 61
100, 230.22, 1980, 6801, 61
100, 229.83, 1980, 6801, 62
100, 229.55, 1965, 6801, 62
100, 229.38, 1980, 6801, 62
100, 230.33, 1965, 6801, 62
100, 230.26, 1980, 6801, 62
100, 225.03, 1965, 6801, 61
100, 228.69, 1965, 6801, 63
100, 227.35, 1965, 6801, 63
100, 227.73, 1965, 6801, 63
100, 228.00, 1965, 6801, 63
100, 228.69, 1965, 6801, 63
100, 227.49, 1950, 6801, 63
100, 227.72, 1965, 6801, 63
100, 228.57, 1965, 6801, 63
100, 227.41, 1965, 6801, 64
100, 228.38, 1965, 6801, 64
100, 228.09, 1965, 6801, 64
100, 229.05, 1965, 6801, 64
99, 224.87, 1950, 6801, 64
100, 228.34, 1965, 6801, 64
100, 230.36, 1965, 6801, 64
100, 228.48, 1965, 6801, 64
100, 228.05, 1965, 6801, 64
100, 227.95, 1965, 6801, 65
100, 228.87, 1950, 6801, 65
100, 227.97, 1965, 6801, 65
100, 226.89, 1950, 6801, 65
100, 227.25, 1950, 6801, 65
100, 227.67, 1965, 6801, 65
100, 229.70, 1965, 6801, 65
100, 228.86, 1965, 6801, 65
99, 224.97, 1965, 6801, 65
100, 228.57, 1950, 6801, 65
100, 230.17, 1965, 6801, 65
100, 228.65, 1950, 6801, 65
100, 228.81, 1965, 6801, 65
100, 229.48, 1950, 6801, 66
100, 230.28, 1950, 6801, 66
100, 228.34, 1950, 6801, 65
100, 229.27, 1950, 6801, 66
100, 229.31, 1950, 6801, 66
100, 227.83, 1950, 6801, 66
100, 228.87, 1950, 6801, 66
100, 229.75, 1950, 6801, 66
100, 224.80, 1950, 6801, 65
100, 228.85, 1950, 6801, 66
100, 228.60, 1950, 6801, 66
100, 229.08, 1950, 6801, 66
100, 229.33, 1950, 6801, 66
100, 228.37, 1950, 6801, 66
100, 228.97, 1965, 6801, 66
100, 228.47, 1965, 6801, 66
100, 229.29, 1950, 6801, 66
100, 235.20, 1950, 6801, 67
100, 236.46, 1965, 6801, 67
100, 236.20, 1965, 6801, 67
100, 235.79, 1965, 6801, 67
