util,power,sm_clk,mem_clk,temp
18, 22.60, 210, 405, 55
16, 22.38, 210, 405, 55
13, 22.27, 210, 405, 55
14, 22.45, 210, 405, 55
17, 22.29, 210, 405, 54
12, 22.37, 210, 405, 54
15, 22.14, 210, 405, 54
16, 22.09, 210, 405, 54
100, 138.44, 1980, 6801, 59
100, 237.45, 1950, 6801, 62
100, 237.04, 1950, 6801, 63
100, 237.53, 1950, 6801, 63
100, 238.32, 1950, 6801, 64
100, 238.64, 1950, 6801, 64
100, 237.73, 1950, 6801, 64
100, 239.19, 1935, 6801, 65
100, 237.84, 1950, 6801, 65
100, 238.53, 1950, 6801, 65
100, 233.13, 1935, 6801, 65
100, 236.05, 1950, 6801, 66
100, 235.59, 1935, 6801, 65
100, 238.70, 1950, 6801, 66
100, 238.65, 1950, 6801, 66
100, 238.64, 1950, 6801, 66
100, 238.24, 1950, 6801, 67
100, 236.49, 1935, 6801, 67
100, 237.89, 1935, 6801, 67
100, 238.18, 1950, 6801, 67
100, 238.20, 1935, 6801, 67
100, 231.70, 1935, 6801, 67
100, 237.62, 1935, 6801, 67
100, 238.67, 1935, 6801, 67
100, 238.56, 1920, 6801, 68
100, 236.94, 1935, 6801, 68
100, 238.41, 1935, 6801, 68
100, 239.00, 1935, 6801, 68
100, 238.85, 1935, 6801, 68
100, 238.68, 1935, 6801, 68
100, 238.88, 1935, 6801, 68
100, 238.06, 1935, 6801, 68
100, 231.75, 1935, 6801, 68
100, 238.06, 1935, 6801, 68
100, 238.31, 1935, 6801, 68
100, 238.16, 1935, 6801, 69
100, 237.66, 1935, 6801, 68
100, 237.23, 1935, 6801, 69
100, 238.58, 1935, 6801, 69
100, 238.34, 1935, 6801, 69
100, 237.91, 1935, 6801, 69
100, 238.74, 1935, 6801, 69
100, 235.18, 1935, 6801, 69
100, 231.95, 1935, 6801, 69
100, 237.98, 1935, 6801, 69
100, 238.05, 1935, 6801, 69
100, 238.53, 1935, 6801, 69
100, 239.04, 1935, 6801, 69
100, 238.43, 1935, 6801, 69
100, 238.31, 1935, 6801, 69
100, 238.12, 1920, 6801, 69
100, 238.71, 1920, 6801, 70
100, 238.29, 1935, 6801, 69
