util,power,sm_clk,mem_clk,temp
20, 37.65, 1215, 5001, 56
18, 40.23, 1215, 5001, 55
20, 36.08, 1140, 5001, 55
19, 39.48, 1140, 5001, 55
0, 32.65, 915, 810, 55
15, 28.91, 915, 810, 54
21, 27.94, 420, 405, 54
30, 24.41, 375, 405, 54
31, 24.47, 345, 405, 53
100, 125.71, 1950, 6801, 59
100, 237.68, 1950, 6801, 62
100, 238.27, 1950, 6801, 63
100, 239.09, 1950, 6801, 63
100, 238.72, 1950, 6801, 64
100, 238.48, 1950, 6801, 64
100, 238.15, 1965, 6801, 64
100, 238.61, 1950, 6801, 64
100, 238.74, 1950, 6801, 65
100, 238.80, 1950, 6801, 65
100, 238.91, 1950, 6801, 65
100, 233.56, 1950, 6801, 65
100, 237.79, 1935, 6801, 66
100, 239.09, 1935, 6801, 66
100, 237.23, 1950, 6801, 66
100, 238.75, 1950, 6801, 66
100, 238.86, 1950, 6801, 66
100, 238.94, 1950, 6801, 66
100, 238.63, 1950, 6801, 67
100, 238.51, 1950, 6801, 67
100, 236.82, 1935, 6801, 67
100, 237.72, 1935, 6801, 67
100, 236.63, 1935, 6801, 67
100, 230.03, 1935, 6801, 67
100, 238.89, 1935, 6801, 67
100, 237.82, 1935, 6801, 67
100, 238.07, 1935, 6801, 68
100, 237.56, 1950, 6801, 68
100, 238.41, 1950, 6801, 68
100, 237.98, 1935, 6801, 68
100, 238.57, 1950, 6801, 68
100, 238.21, 1935, 6801, 68
100, 238.45, 1935, 6801, 68
100, 239.03, 1950, 6801, 68
100, 232.19, 1935, 6801, 67
100, 237.21, 1935, 6801, 68
100, 238.29, 1950, 6801, 69
100, 237.91, 1935, 6801, 69
100, 238.52, 1935, 6801, 69
100, 237.98, 1935, 6801, 69
100, 237.88, 1935, 6801, 69
100, 236.88, 1935, 6801, 68
100, 238.02, 1935, 6801, 69
100, 237.43, 1920, 6801, 69
100, 236.95, 1935, 6801, 69
100, 236.64, 1935, 6801, 69
100, 234.96, 1935, 6801, 69
100, 238.07, 1935, 6801, 69
100, 238.02, 1935, 6801, 69
100, 237.52, 1935, 6801, 69
100, 237.89, 1935, 6801, 69
100, 238.15, 1920, 6801, 69
100, 237.69, 1935, 6801, 69
100, 238.24, 1935, 6801, 70
100, 238.29, 1935, 6801, 70
100, 238.35, 1935, 6801, 69
100, 238.43, 1935, 6801, 70
