util,power,sm_clk,mem_clk,temp
19, 38.98, 1140, 5001, 55
21, 39.16, 705, 5001, 55
45, 35.00, 1095, 810, 55
18, 40.51, 1230, 5001, 55
20, 38.98, 720, 5001, 55
100, 98.56, 1980, 6801, 61
100, 229.46, 1965, 6801, 62
100, 229.55, 1965, 6801, 63
100, 230.56, 1965, 6801, 63
100, 229.59, 1965, 6801, 63
100, 231.33, 1965, 6801, 64
100, 230.30, 1965, 6801, 64
100, 229.18, 1965, 6801, 64
100, 230.43, 1965, 6801, 65
100, 230.10, 1965, 6801, 65
100, 230.70, 1965, 6801, 65
100, 230.45, 1965, 6801, 65
100, 230.84, 1965, 6801, 65
100, 227.16, 1965, 6801, 65
100, 230.85, 1965, 6801, 66
100, 230.63, 1965, 6801, 66
100, 230.29, 1965, 6801, 66
100, 230.69, 1965, 6801, 66
100, 231.19, 1965, 6801, 66
100, 231.02, 1965, 6801, 66
100, 231.29, 1965, 6801, 66
100, 231.92, 1965, 6801, 66
100, 230.68, 1965, 6801, 67
100, 231.69, 1965, 6801, 67
100, 231.71, 1965, 6801, 66
100, 230.29, 1950, 6801, 67
100, 227.72, 1950, 6801, 67
100, 230.52, 1950, 6801, 67
100, 229.84, 1965, 6801, 67
100, 230.07, 1950, 6801, 67
100, 229.98, 1965, 6801, 67
100, 229.95, 1950, 6801, 67
100, 229.95, 1965, 6801, 67
100, 230.79, 1950, 6801, 67
100, 230.59, 1950, 6801, 67
100, 231.19, 1950, 6801, 67
100, 230.82, 1950, 6801, 68
100, 230.77, 1950, 6801, 67
100, 230.16, 1950, 6801, 68
100, 227.37, 1965, 6801, 68
100, 230.36, 1950, 6801, 68
100, 229.74, 1950, 6801, 68
100, 230.08, 1950, 6801, 68
100, 230.86, 1950, 6801, 68
100, 229.86, 1950, 6801, 68
100, 230.52, 1950, 6801, 68
100, 231.01, 1950, 6801, 68
100, 231.03, 1950, 6801, 68
100, 230.70, 1950, 6801, 68
100, 231.30, 1950, 6801, 68
100, 231.28, 1950, 6801, 68
100, 231.22, 1950, 6801, 68
100, 231.29, 1950, 6801, 68
100, 226.89, 1950, 6801, 68
100, 230.46, 1950, 6801, 68
100, 229.73, 1965, 6801, 68
100, 231.31, 1950, 6801, 69
100, 230.51, 1950, 6801, 68
100, 230.49, 1950, 6801, 68
100, 231.04, 1965, 6801, 69
100, 230.65, 1950, 6801, 69
100, 230.96, 1950, 6801, 68
100, 231.29, 1950, 6801, 69
100, 230.23, 1950, 6801, 69
100, 230.64, 1950, 6801, 69
100, 231.72, 1950, 6801, 69
