util,power,sm_clk,mem_clk,temp
11, 21.99, 210, 405, 55
11, 21.99, 210, 405, 55
12, 22.14, 210, 405, 54
10, 22.05, 210, 405, 54
16, 21.94, 210, 405, 54
14, 21.68, 210, 405, 54
12, 21.72, 210, 405, 53
11, 21.92, 210, 405, 53
100, 124.31, 1965, 6801, 58
100, 237.57, 1950, 6801, 62
100, 238.21, 1965, 6801, 63
100, 238.11, 1950, 6801, 63
100, 237.71, 1950, 6801, 64
100, 235.70, 1950, 6801, 63
100, 238.63, 1950, 6801, 64
100, 237.99, 1950, 6801, 64
100, 238.75, 1950, 6801, 64
100, 238.91, 1935, 6801, 65
100, 236.99, 1950, 6801, 65
100, 230.38, 1950, 6801, 65
100, 238.71, 1935, 6801, 66
100, 239.24, 1950, 6801, 66
100, 238.17, 1950, 6801, 66
100, 238.88, 1935, 6801, 66
100, 238.91, 1950, 6801, 66
100, 238.80, 1935, 6801, 66
100, 238.36, 1935, 6801, 66
100, 239.48, 1950, 6801, 67
100, 239.13, 1935, 6801, 67
100, 231.40, 1935, 6801, 66
100, 233.57, 1950, 6801, 67
100, 237.36, 1935, 6801, 67
100, 237.05, 1935, 6801, 67
100, 237.21, 1950, 6801, 67
100, 238.57, 1935, 6801, 67
100, 237.14, 1935, 6801, 67
100, 237.79, 1935, 6801, 67
100, 238.26, 1935, 6801, 68
100, 238.72, 1935, 6801, 68
100, 237.42, 1935, 6801, 68
100, 232.30, 1935, 6801, 68
100, 235.69, 1935, 6801, 68
100, 234.76, 1935, 6801, 68
100, 236.69, 1935, 6801, 68
100, 237.30, 1935, 6801, 68
100, 238.10, 1935, 6801, 68
100, 238.01, 1935, 6801, 68
100, 238.12, 1935, 6801, 68
100, 238.41, 1935, 6801, 68
100, 238.77, 1935, 6801, 68
100, 237.45, 1935, 6801, 69
100, 231.68, 1935, 6801, 68
100, 236.60, 1935, 6801, 69
100, 236.96, 1935, 6801, 69
100, 237.60, 1935, 6801, 69
100, 236.12, 1935, 6801, 69
100, 238.66, 1935, 6801, 69
100, 238.71, 1935, 6801, 69
100, 238.02, 1935, 6801, 69
100, 237.89, 1935, 6801, 69
100, 238.56, 1935, 6801, 69
