45, 34.90, 840, 53
17, 39.84, 1260, 53
23, 39.45, 720, 53
19, 35.33, 1170, 52
20, 38.99, 1170, 52
19, 35.97, 1125, 52
19, 40.63, 1290, 52
47, 36.44, 1050, 52
19, 39.58, 1230, 52
48, 37.03, 765, 51
100, 101.79, 1830, 55
100, 210.23, 1980, 59
100, 210.98, 1980, 59
100, 211.93, 1980, 60
100, 211.21, 1980, 60
100, 212.16, 1980, 60
100, 213.10, 1980, 60
100, 212.35, 1980, 60
100, 213.65, 1980, 61
100, 212.56, 1980, 61
100, 214.95, 1980, 61
100, 211.93, 1980, 61
100, 214.32, 1980, 61
100, 211.86, 1980, 61
100, 214.39, 1980, 62
100, 216.20, 1980, 62
100, 215.71, 1980, 62
100, 214.99, 1980, 62
100, 215.59, 1980, 62
100, 215.24, 1980, 62
100, 215.13, 1980, 62
100, 215.97, 1980, 62
100, 214.72, 1980, 63
100, 216.16, 1980, 63
100, 212.62, 1980, 63
100, 212.84, 1980, 63
100, 210.71, 1980, 63
100, 216.18, 1980, 63
100, 214.34, 1980, 63
100, 213.04, 1980, 63
100, 214.24, 1980, 63
100, 214.10, 1980, 63
100, 214.59, 1980, 63
100, 215.04, 1980, 63
100, 215.68, 1980, 64
100, 215.76, 1980, 64
100, 216.05, 1980, 64
100, 214.77, 1980, 64
100, 217.04, 1980, 64
100, 213.74, 1980, 64
100, 216.19, 1980, 64
100, 216.30, 1980, 64
100, 218.29, 1980, 64
100, 213.05, 1965, 64
100, 210.52, 1965, 64
100, 210.38, 1965, 64
100, 214.49, 1965, 64
100, 216.55, 1965, 64
100, 216.73, 1965, 64
100, 216.29, 1965, 65
100, 216.71, 1965, 65
100, 217.24, 1965, 65
100, 214.63, 1965, 64
100, 218.32, 1965, 65
100, 217.59, 1965, 65
100, 217.36, 1965, 65
100, 218.42, 1965, 65
100, 217.26, 1965, 65
100, 214.62, 1965, 65
100, 214.61, 1965, 65
100, 215.35, 1965, 65
100, 215.71, 1965, 65
100, 215.82, 1965, 65
100, 218.43, 1965, 65
100, 217.99, 1965, 65
