18, 40.21, 1230, 53
19, 38.50, 675, 53
45, 33.25, 990, 52
17, 38.56, 1230, 52
45, 38.45, 1230, 52
18, 36.14, 1245, 52
18, 39.98, 1245, 52
47, 36.10, 975, 51
19, 37.56, 1230, 51
100, 128.27, 1980, 58
100, 215.10, 1980, 59
100, 213.93, 1980, 60
100, 213.97, 1980, 60
100, 213.60, 1980, 60
100, 215.25, 1980, 60
100, 216.34, 1980, 61
100, 215.82, 1980, 61
100, 215.79, 1980, 61
100, 215.00, 1980, 61
100, 215.89, 1980, 61
100, 216.41, 1980, 61
100, 217.00, 1980, 61
100, 214.86, 1980, 62
100, 217.97, 1980, 62
100, 217.39, 1980, 62
100, 218.00, 1980, 62
100, 217.98, 1980, 62
100, 218.72, 1980, 62
100, 217.44, 1980, 62
100, 217.79, 1980, 63
100, 217.88, 1980, 63
100, 218.68, 1980, 63
100, 219.16, 1980, 63
100, 218.79, 1980, 63
100, 216.18, 1980, 63
100, 217.37, 1980, 63
100, 217.23, 1980, 63
100, 216.45, 1980, 63
100, 217.16, 1980, 63
100, 217.45, 1980, 64
100, 217.81, 1980, 63
100, 216.27, 1980, 64
100, 219.06, 1980, 64
100, 218.35, 1980, 64
100, 218.68, 1980, 64
100, 217.94, 1980, 64
100, 217.95, 1980, 64
100, 216.16, 1980, 64
100, 217.03, 1965, 64
100, 211.76, 1965, 64
100, 211.15, 1965, 64
100, 209.10, 1965, 64
100, 210.02, 1965, 64
100, 206.79, 1965, 64
100, 208.50, 1965, 64
100, 209.60, 1965, 64
100, 209.33, 1965, 64
100, 210.38, 1965, 64
100, 209.68, 1965, 64
100, 209.51, 1965, 64
100, 205.53, 1965, 64
100, 210.54, 1965, 64
100, 215.87, 1965, 64
100, 215.90, 1965, 65
100, 215.96, 1965, 65
100, 215.59, 1965, 65
100, 216.69, 1965, 65
100, 216.71, 1965, 65
100, 216.27, 1965, 65
100, 216.32, 1965, 65
100, 216.65, 1965, 65
100, 217.81, 1965, 65
100, 218.56, 1965, 65
